Station Channel Location Latitude Longitude Elevation Depth Azimuth Start_time End_time Constant 
WDG HLZ 10 23.257348 119.667509 34.00 0.00 0.0 2018-11-14 2599-12-31 3.23E-6 
WDL HLE 10 23.714900 120.538510 52.00 0.00 90.0 2018-11-12 2599-12-31 3.23E-6 
WDL HLN 10 23.714900 120.538510 52.00 0.00 0.0 2018-11-12 2599-12-31 3.22E-6 
WDL HLZ 10 23.714900 120.538510 52.00 0.00 0.0 2018-11-12 2599-12-31 3.23E-6 
WGK HLE 10 23.684440 120.570293 80.00 0.00 90.0 2018-11-13 2599-12-31 3.21E-6 
WGK HLN 10 23.684440 120.570293 80.00 0.00 0.0 2018-11-13 2599-12-31 3.21E-6 
WGK HLZ 10 23.684440 120.570293 80.00 0.00 0.0 2018-11-13 2599-12-31 3.22E-6 
WLC HLE 10 22.346730 120.369110 38.00 0.00 90.0 2018-11-21 2599-12-31 3.21E-6 
WLC HLN 10 22.346730 120.369110 38.00 0.00 0.0 2018-11-21 2599-12-31 3.21E-6 
WLC HLZ 10 22.346730 120.369110 38.00 0.00 0.0 2018-11-21 2599-12-31 3.22E-6 
WNT HLE 10 23.876583 120.692497 113.00 0.00 90.0 2018-12-07 2599-12-31 3.22E-6 
WNT HLN 10 23.876583 120.692497 113.00 0.00 0.0 2018-12-07 2599-12-31 3.23E-6 
WNT HLZ 10 23.876583 120.692497 113.00 0.00 0.0 2018-12-07 2599-12-31 3.23E-6 
WPL HLE 10 24.012409 120.957294 465.00 0.00 90.0 2018-12-06 2599-12-31 3.21E-6 
WPL HLN 10 24.012409 120.957294 465.00 0.00 0.0 2018-12-06 2599-12-31 3.22E-6 
WPL HLZ 10 24.012409 120.957294 465.00 0.00 0.0 2018-12-06 2599-12-31 3.23E-6 
WSF HLE 10 23.636340 120.229760 8.00 0.00 90.0 2018-11-13 2599-12-31 3.21E-6 
WSF HLN 10 23.636340 120.229760 8.00 0.00 0.0 2018-11-13 2599-12-31 3.23E-6 
WSF HLZ 10 23.636340 120.229760 8.00 0.00 0.0 2018-11-13 2599-12-31 3.21E-6 
WTC HLE 10 23.861661 120.289241 4.00 0.00 90.0 2018-12-07 2599-12-31 3.24E-6 
WTC HLN 10 23.861661 120.289241 4.00 0.00 0.0 2018-12-07 2599-12-31 3.22E-6 
WTC HLZ 10 23.861661 120.289241 4.00 0.00 0.0 2018-12-07 2599-12-31 3.23E-6 
WTP HLE 10 23.243806 120.622317 555.00 0.00 90.0 2018-11-13 2599-12-31 3.27E-6 
WTP HLN 10 23.243806 120.622317 555.00 0.00 0.0 2018-11-13 2599-12-31 3.24E-6 
WTP HLZ 10 23.243806 120.622317 555.00 0.00 0.0 2018-11-13 2599-12-31 3.26E-6 
WWC HLE 10 24.256557 120.523394 5.00 0.00 90.0 2023-01-31 2599-12-31 3.22E-6 
WWC HLN 10 24.256557 120.523394 5.00 0.00 0.0 2023-01-31 2599-12-31 3.22E-6 
WWC HLZ 10 24.256557 120.523394 5.00 0.00 0.0 2023-01-31 2599-12-31 3.23E-6 
WYL HLE 10 23.960489 120.579860 26.00 0.00 90.0 2023-01-31 2599-12-31 3.25E-6 
WYL HLN 10 23.960489 120.579860 26.00 0.00 0.0 2023-01-31 2599-12-31 3.25E-6 
